,id,make,model,variant,mileange,make_year,price,fuel_type,no_of_owners,body_type,transmission,transmission_sub_type,city,registration_year,insurance_year,insurance_month
253,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
254,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
255,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
256,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
257,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
258,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
259,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
260,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
261,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
262,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
263,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
264,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
265,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
266,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
267,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
268,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
269,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
270,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
271,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
272,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
273,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
274,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
275,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
276,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
277,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
278,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
279,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
280,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
281,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
282,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
283,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
284,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
285,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
286,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
287,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
288,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
289,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
290,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
291,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
292,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
293,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
294,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
295,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
296,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
297,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
298,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
299,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
300,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
301,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
302,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
303,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
304,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
305,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
306,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
307,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
308,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
309,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
310,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
311,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
312,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
313,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
314,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
315,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
316,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
317,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
318,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
319,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
320,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
321,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
322,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
323,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
324,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
325,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
326,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
327,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
328,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
329,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
330,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
331,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
332,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
333,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
334,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
335,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
336,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
337,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
338,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
339,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
340,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
341,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
342,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
343,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
344,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
345,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
346,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
347,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
348,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
349,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
350,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
351,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
352,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
353,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
354,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
355,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
356,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
357,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
358,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
359,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
360,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
361,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
362,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
363,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
364,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
365,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
366,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
367,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
368,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
369,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
370,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
371,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
372,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
373,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
374,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
375,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
376,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
377,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
378,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
379,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
380,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
381,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
382,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
383,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
384,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
385,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
386,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
387,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
388,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
389,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
390,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
391,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
392,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
393,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
394,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
395,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
396,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
397,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
398,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
399,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
400,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
401,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
402,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
403,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
404,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
405,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
406,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
407,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
408,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
409,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
410,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
411,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
412,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
413,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
414,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
415,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
416,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
417,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
418,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
419,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
420,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
421,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
422,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
423,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
424,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
425,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
426,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
427,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
428,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
429,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
430,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
431,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
432,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
433,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
